Name,starRating,Komment,reviews.createTime,review_clean,sentiment,rating_num,YearMonth,text_len,word_count
Andreas S.,THREE,"Aktualisierte Bewertung: Habe nun nach 10 Wochen mein zuviel bezahltes Geld erhalten, das ist halt weit von den 6 Wochen die lt. E-Control maximal erlaubt sind entfernt. Dennoch Danke hierfür.
Man ist bemüht, aber scheinbar unterbesetzt. Ansonsten kann ich mir die wirklich endlosen Wartezeiten nicht erklären.

Alte Bewertung: Warte seit 7 Wochen auf die Endabrechnung. Man redet sich immer aus, man habe keine Verbrauchsdaten von Netz NÖ erhalten. Das läuft alles elektronisch und wurde Anfang Juni übermittelt. Auch ich habe die Verbrauchsdaten am 25.6. selbst manuell geschickt, das wurde mir vom MaxEnergy Kundenservice auch bestätigt. 

Heute nach 7 Wochen frage ich nach: „Wir haben ihre Verbrauchsdaten noch nicht vom Netzbetreiber erhalten.“

Update: Nach nun über 9 Wochen, noch immer kein Geld da. Arbeitet bei der Firma pberhauot noch jemand? 🤷🏻‍♂️

Ernsthaft?",,"aktualisierte bewertung habe nun nach 10 wochen mein zuviel bezahltes geld erhalten das ist halt weit von den 6 wochen die lt econtrol maximal erlaubt sind entfernt dennoch danke hierfr
man ist bemht aber scheinbar unterbesetzt ansonsten kann ich mir die wirklich endlosen wartezeiten nicht erklren

alte bewertung warte seit 7 wochen auf die endabrechnung man redet sich immer aus man habe keine verbrauchsdaten von netz n erhalten das luft alles elektronisch und wurde anfang juni bermittelt auch ich habe die verbrauchsdaten am 256 selbst manuell geschickt das wurde mir vom maxenergy kundenservice auch besttigt 

heute nach 7 wochen frage ich nach wir haben ihre verbrauchsdaten noch nicht vom netzbetreiber erhalten

update nach nun ber 9 wochen noch immer kein geld da arbeitet bei der firma pberhauot noch jemand 

ernsthaft",neu,3,,832,130
Tamás Kakas,FIVE,"Einfach registrieren, schnell kontakt",2024-07-18 00:00:00.000,einfach registrieren schnell kontakt,pos,5,2024-07,36,4
walter kroisz,FIVE,Vollkommen problemloser Wechsel. Beste Beratung !,2024-07-16 00:00:00.000,vollkommen problemloser wechsel beste beratung ,pos,5,2024-07,47,5
Thomas Polz,FOUR,Schnelle unkompliziert Kommunikation. Gut beschrieben.,2024-07-16 00:00:00.000,schnelle unkompliziert kommunikation gut beschrieben,pos,4,2024-07,52,5
Brigitte Hornbachner,FIVE,"Es ist furchtbar, wenn man noch telefonisch erreichen kann und auch eine Auskunft bekommt.",2024-07-16 00:00:00.000,es ist furchtbar wenn man noch telefonisch erreichen kann und auch eine auskunft bekommt,pos,5,2024-07,88,14
Christian Penninger,FIVE,"Alles bestens,..wie schon beim Gasumstieg hat auch der stromanbieterwechsel zu Max Energy super funktioniert. Wurde immer zeitgerecht informiert, und die Verträge sind bestens und einfach aufgelistet,..weiter so, und Danke",2024-07-16 00:00:00.000,alles bestenswie schon beim gasumstieg hat auch der stromanbieterwechsel zu max energy super funktioniert wurde immer zeitgerecht informiert und die vertrge sind bestens und einfach aufgelistetweiter so und danke,pos,5,2024-07,212,29
Stefan Gössinger,FOUR,"Rasche Antwort bei Nachfrage, nachdem Bestätigungslink nicht funktioniert hat.",2024-07-14 00:00:00.000,rasche antwort bei nachfrage nachdem besttigungslink nicht funktioniert hat,pos,4,2024-07,75,9
Christian,THREE,"Am 1.1.24 lief der Gas Vertrag ab 
Am 24.1. kam die Endabrechnung alles super es gab eine Erstattung.
Jetzt nach 6 Monaten kam eine email mit einer Mahnung über genau die Summe welche zuvor erstattet wurde!? 
Ohne jegliche Information warum? Wieso? Weshalb? Keine Aufstellung keine Berechnung einfach die Summe hingeschrieben und gesagt du hast wohl übersehen das wir noch Geld bekommen!
Edit: nach ein paar Tagen kam die email das es sich um einen Fehler handelt.",,"am 1124 lief der gas vertrag ab 
am 241 kam die endabrechnung alles super es gab eine erstattung
jetzt nach 6 monaten kam eine email mit einer mahnung ber genau die summe welche zuvor erstattet wurde 
ohne jegliche information warum wieso weshalb keine aufstellung keine berechnung einfach die summe hingeschrieben und gesagt du hast wohl bersehen das wir noch geld bekommen
edit nach ein paar tagen kam die email das es sich um einen fehler handelt",neu,3,,449,76
ursula rosner,FIVE,Wechsel problemlos und gute Information über Verlauf. Alles bis jetzt bestens.,2024-07-13 00:00:00.000,wechsel problemlos und gute information ber verlauf alles bis jetzt bestens,pos,5,2024-07,75,11
Herr Gold,FIVE,"Hat alles problemlos funktioniert. Der Anbieterwechsel 
wurde ohne  weiteren Aufwand meinerseits erledigt. Selbst ein von mir verursachtes EDV Problem wurde zu meiner vollsten Zufriedenheit gelöst.",2024-07-12 00:00:00.000,"hat alles problemlos funktioniert der anbieterwechsel 
wurde ohne  weiteren aufwand meinerseits erledigt selbst ein von mir verursachtes edv problem wurde zu meiner vollsten zufriedenheit gelst",pos,5,2024-07,193,25
Enita Vojvoda,FIVE,"Sehr kompetente Mitarbeiter, sehr hilfreich, erhalte sehr schnelle Antworten.",2024-07-10 00:00:00.000,sehr kompetente mitarbeiter sehr hilfreich erhalte sehr schnelle antworten,pos,5,2024-07,74,9
Robert Breitenecker,FIVE,"Einfacher Prozess, es geht alles ohne unangenehme Tätigkeiten mit dem ""alten"" Anbieter!!",2024-07-09 00:00:00.000,einfacher prozess es geht alles ohne unangenehme ttigkeiten mit dem alten anbieter,pos,5,2024-07,82,12
Gabriele,FIVE,Jederzeit erreichbar,2024-07-06 00:00:00.000,jederzeit erreichbar,pos,5,2024-07,20,2
Elsa Rieger,FIVE,"Unkomplizierter Wechsel, übersichtlicher Vertrag, freundlicher Kundendienst, günstige Preise.",2024-07-02 00:00:00.000,unkomplizierter wechsel bersichtlicher vertrag freundlicher kundendienst gnstige preise,pos,5,2024-07,87,8
Al,ONE,"Max Energy NEIN Danke

Wollte nur eine Abrechnung haben für den Antrag Heizkostenzuschuss! Aus Zeitlichen gründen telefoniert ich mit denen! Ersuchte um diese Abrechnung ,sollen es doch an die Hinterlegte Mailadresse senden dringend mit der Begründung - Ergebnis wurde verweigert und das mehrmalig! Egal wie ich es Kommentierte - wurde Abgelehnt! Ergebnis, kein Heizkostenzuschuss erhalten wegen fehelender Unterlagen! Faktum Klage wegen Schadenersatz! Max Energy NEIN Danke",2024-07-01 00:00:00.000,"max energy nein danke

wollte nur eine abrechnung haben fr den antrag heizkostenzuschuss aus zeitlichen grnden telefoniert ich mit denen ersuchte um diese abrechnung sollen es doch an die hinterlegte mailadresse senden dringend mit der begrndung  ergebnis wurde verweigert und das mehrmalig egal wie ich es kommentierte  wurde abgelehnt ergebnis kein heizkostenzuschuss erhalten wegen fehelender unterlagen faktum klage wegen schadenersatz max energy nein danke",neg,1,2024-07,461,64
Theresa Hirsch,FIVE,Habe einige Male mit Herrn Christoph Schneeberger telefoniert - vielen Dank für die gute Beratung und die Geduld für meine zahlreichen Fragen!,2024-07-01 00:00:00.000,habe einige male mit herrn christoph schneeberger telefoniert  vielen dank fr die gute beratung und die geduld fr meine zahlreichen fragen,pos,5,2024-07,138,21
niwifritz,FIVE,"Der Wechsel ging einfach, unkompliziert und ohne großen Aufwand über die Bühne.",2024-06-28 00:00:00.000,der wechsel ging einfach unkompliziert und ohne groen aufwand ber die bhne,pos,5,2024-06,74,12
Wolfgang,FIVE,Alles hat super funktioniert! Danke,2024-06-27 00:00:00.000,alles hat super funktioniert danke,pos,5,2024-06,34,5
Nicole,FIVE,Bei der Umstellung hat alles rasch und unkompliziert funktioniert. Bin Erstkunde.,2024-06-27 00:00:00.000,bei der umstellung hat alles rasch und unkompliziert funktioniert bin erstkunde,pos,5,2024-06,79,11
markus.pottfaygmail.com,FIVE,"Schnelle, unkomplizierte Abwicklung.
Super Energiepreise ohne Bindung.",2024-06-26 00:00:00.000,"schnelle unkomplizierte abwicklung
super energiepreise ohne bindung",pos,5,2024-06,67,7
Fred Woebs,FIVE,Super unkomplizierter Wechsel,2024-06-24 00:00:00.000,super unkomplizierter wechsel,pos,5,2024-06,29,3
Wolfgang,FIVE,"Sehr gut, passt alles. Perfekt!",2024-06-21 00:00:00.000,sehr gut passt alles perfekt,pos,5,2024-06,28,5
Manfred Enengl,FOUR,Also diese Stromkosten sind echt leistbar!,2024-06-21 00:00:00.000,also diese stromkosten sind echt leistbar,pos,4,2024-06,41,6
Susanne Pass,FIVE,Der Umstieg war einfach und unkompliziert. Die Preise und Bedingungen entsprechen meinen Anforderungen.,2024-06-18 00:00:00.000,der umstieg war einfach und unkompliziert die preise und bedingungen entsprechen meinen anforderungen,pos,5,2024-06,101,13
Fritz müller,FIVE,Alles super,2024-06-18 00:00:00.000,alles super,pos,5,2024-06,11,2
Vicky,FIVE,"Hat alles gut geklappt und der Kundenservice war gut erreichbar, sehr freundlich und hilfsbereit!",2024-06-18 00:00:00.000,hat alles gut geklappt und der kundenservice war gut erreichbar sehr freundlich und hilfsbereit,pos,5,2024-06,95,14
Suklitsch Mia,ONE,"Für Bestandskunden gibt es nach dem ersten Jahr sowohl bei Strom als auch bei Gas schlechtere Konditionen wenn man dabei bleiben und verlängern will. Preise auf der Homepage - die besser sind -  gelten nur für Neukunden. Ab- und 
neu anmelden ist lt email auch nicht möglich! 

Kundenservice sendet ungefragt Angebot an mich als Bestandskunden (seit März Strombezug mit 12 Monatsvertrag), mit schlechteren
Konditionen als man als Bestandskunde derzeit hat (aber mit Hinweis auf bessere Konditionen). Abgesehen davon dass Strom mit Gas verwechselt wurde.
3 Mitarbeiter, 3 Emails, 3 unterschiedliche Infos, 1 unnötiges Stromangebot, ein immer noch fehlendes GasAngebot.

""Denn sie wissen nicht was sie tun..."" ist das einzige was einem dazu einfallen kann!
Man hat 2 Möglichkeiten um sich über diese Dreistigkeiten nicht zu ärgern: zur Kenntnis zu nehmen dass sie meist immer noch den besten Preis bieten und den Rest vergessen oder einfach zu anderem Anbieter wechseln und sich das ""nicht ärgern müssen"" was kosten lassen.
Ps: zu allem Überfluss gabs heute noch eine email: ich möge, weil für Angebote wäre derzeit keine Zeit, die genaue Anleitung wie ich einen neuen Tarif auf der Homepage aussuchen und abschließen kann, studieren...
Den Mitarbeitern dort sei Dank dafür Textbausteine per Knopfdruck versenden 
zu können, deutsch kann dort jedenfalls niemand.
Manchmal wünscht man sich echt eine KI statt 3 hintereinander abgeschickte email-Schildbürgerstreiche von völlig uninformierten Mitarbeitern.",,"fr bestandskunden gibt es nach dem ersten jahr sowohl bei strom als auch bei gas schlechtere konditionen wenn man dabei bleiben und verlngern will preise auf der homepage  die besser sind   gelten nur fr neukunden ab und 
neu anmelden ist lt email auch nicht mglich 

kundenservice sendet ungefragt angebot an mich als bestandskunden seit mrz strombezug mit 12 monatsvertrag mit schlechteren
konditionen als man als bestandskunde derzeit hat aber mit hinweis auf bessere konditionen abgesehen davon dass strom mit gas verwechselt wurde
3 mitarbeiter 3 emails 3 unterschiedliche infos 1 unntiges stromangebot ein immer noch fehlendes gasangebot

denn sie wissen nicht was sie tun ist das einzige was einem dazu einfallen kann
man hat 2 mglichkeiten um sich ber diese dreistigkeiten nicht zu rgern zur kenntnis zu nehmen dass sie meist immer noch den besten preis bieten und den rest vergessen oder einfach zu anderem anbieter wechseln und sich das nicht rgern mssen was kosten lassen
ps zu allem berfluss gabs heute noch eine email ich mge weil fr angebote wre derzeit keine zeit die genaue anleitung wie ich einen neuen tarif auf der homepage aussuchen und abschlieen kann studieren
den mitarbeitern dort sei dank dafr textbausteine per knopfdruck versenden 
zu knnen deutsch kann dort jedenfalls niemand
manchmal wnscht man sich echt eine ki statt 3 hintereinander abgeschickte emailschildbrgerstreiche von vllig uninformierten mitarbeitern",neg,1,,1441,223
Andreas Haslauer,FIVE,"Umstieg auf MAXENERGY hat reibungslos funktioniert. Bin erst seit 2 Wochen Kunde, somit keine Langzeiterfahrungen. So weit alles gut.",2024-06-15 00:00:00.000,umstieg auf maxenergy hat reibungslos funktioniert bin erst seit 2 wochen kunde somit keine langzeiterfahrungen so weit alles gut,pos,5,2024-06,129,19
Christian,FIVE,Es war unkompliziert.,2024-06-15 00:00:00.000,es war unkompliziert,pos,5,2024-06,20,3
Thomas,FIVE,Unkomplizierter Umstieg. Sämtliche Schritte wurden von Maxenergy transparent erledigt. Kann ich nur empfehlen.,2024-06-14 00:00:00.000,unkomplizierter umstieg smtliche schritte wurden von maxenergy transparent erledigt kann ich nur empfehlen,pos,5,2024-06,106,13
Mach,FIVE,Die Umstellung erfolgte ohne Probleme bin sehr zufrieden.,2024-06-13 00:00:00.000,die umstellung erfolgte ohne probleme bin sehr zufrieden,pos,5,2024-06,56,8
Novak,FIVE,"Ich war schon bei Max .Habe nun die Adresse gewechselt . Nach einem Anruf sofort kompetente Erklärung zum Wechsel, einfach und schnell war alles erledigt.Auch auf Wünsche wird prompt reagiert und umgesetzt",2024-06-13 00:00:00.000,ich war schon bei max habe nun die adresse gewechselt  nach einem anruf sofort kompetente erklrung zum wechsel einfach und schnell war alles erledigtauch auf wnsche wird prompt reagiert und umgesetzt,pos,5,2024-06,199,31
Andrea P.,FIVE,"Alles klappte einfach und schnell, bin sehr zufrieden! Sympathischer Anbieter :-)",2024-06-12 00:00:00.000,alles klappte einfach und schnell bin sehr zufrieden sympathischer anbieter ,pos,5,2024-06,76,10
Mario Rasch,FIVE,Schnell und unkompliziert,2024-06-11 00:00:00.000,schnell und unkompliziert,pos,5,2024-06,25,3
Miki Tama,ONE,"Ich warte nun schon seit über 6 Wochen auf meine Endabrechnung, und kein Mensch beim sog. ""Kundenservice"" von MAXENERGY kann mir sagen, warum das so lange dauert bzw. wann ich die Endabrechnung bekomme. Immer nur: ""ich leite Ihre Anfrage sofort an die zuständigen Kollegen weiter... ich kann Ihnen leider nicht sagen woran es liegt... blablabla"". 
Die Schlussabrechnung eines Stromliefervertrages sollte doch für ein modernes Energie-Handelsunternehmen doch kein Problem sein - oder macht das MAXENERGY noch ""händisch"", oder wie kann ich mir das vorstellen? Die Vermutung drängt sich auf, dass hier mit Kundengeldern noch maximale Zinsgewinne gemacht werden sollen...
Ich empfinde es jedenfalls als MAXimal unprofessionelles und unfreundliches Verhalten Kunden gegenüber und werde diesen Anbieter mit Sicherheit niemanden weiterempfehlen.",2024-06-10 00:00:00.000,"ich warte nun schon seit ber 6 wochen auf meine endabrechnung und kein mensch beim sog kundenservice von maxenergy kann mir sagen warum das so lange dauert bzw wann ich die endabrechnung bekomme immer nur ich leite ihre anfrage sofort an die zustndigen kollegen weiter ich kann ihnen leider nicht sagen woran es liegt blablabla 
die schlussabrechnung eines stromliefervertrages sollte doch fr ein modernes energiehandelsunternehmen doch kein problem sein  oder macht das maxenergy noch hndisch oder wie kann ich mir das vorstellen die vermutung drngt sich auf dass hier mit kundengeldern noch maximale zinsgewinne gemacht werden sollen
ich empfinde es jedenfalls als maximal unprofessionelles und unfreundliches verhalten kunden gegenber und werde diesen anbieter mit sicherheit niemanden weiterempfehlen",neg,1,2024-06,804,117
Franz Höpflinger,FIVE,Alles super einfach funktioniert,2024-06-07 00:00:00.000,alles super einfach funktioniert,pos,5,2024-06,32,4
Mario,ONE,"Das Angebot nach Ablauf der Bindefrist ist eine Frechheit! Du bekommst am 3.6.ein Preisblatt von Ende Mai (25.5) zugeschickt, schließt den Vertrag am 4.6. ab und plötzlich kostet der Tarif (Treue) deutlich mehr! Somit werde ich und all meine Arbeitskollegen, die ich vor einem Jahr beim Wechsel unterstützt habe, zu einem andere Anbieter wechseln ...",2024-06-07 00:00:00.000,das angebot nach ablauf der bindefrist ist eine frechheit du bekommst am 36ein preisblatt von ende mai 255 zugeschickt schliet den vertrag am 46 ab und pltzlich kostet der tarif treue deutlich mehr somit werde ich und all meine arbeitskollegen die ich vor einem jahr beim wechsel untersttzt habe zu einem andere anbieter wechseln ,neg,1,2024-06,330,54
Margit Weber,FIVE,Völlig unkompliziert!,2024-06-06 00:00:00.000,vllig unkompliziert,pos,5,2024-06,19,2
Peter,FIVE,Die Umstellung auf den neuen Energielieferanten erfolgte völlig unkompliziert und problemlos,2024-06-06 00:00:00.000,die umstellung auf den neuen energielieferanten erfolgte vllig unkompliziert und problemlos,pos,5,2024-06,91,11
Icohag,FOUR,Alles war gut.,2024-06-05 00:00:00.000,alles war gut,pos,4,2024-06,13,3
Franz Schweighofer,FIVE,"Perfekte Produktübersicht, einfacher Wechselmechanismus und falls doch Fragen kommen, ist die Hotline in kurzer Zeit erreichbar. Es passt.",2024-06-04 00:00:00.000,perfekte produktbersicht einfacher wechselmechanismus und falls doch fragen kommen ist die hotline in kurzer zeit erreichbar es passt,pos,5,2024-06,133,18
Yvonne,FIVE,Es hat alles wunderbar und sehr unkompliziert geklappt! Ein paar Klicks und der Wechsel zum neuen Anbieter war erledigt! Danke!,2024-05-31 00:00:00.000,es hat alles wunderbar und sehr unkompliziert geklappt ein paar klicks und der wechsel zum neuen anbieter war erledigt danke,pos,5,2024-05,124,20
